STATE,NIIN_ITEM_NAME,NATIONAL_STOCK_NUMBER,QUANTITY, TOTAL_COST , TOTAL_COST ,SHIP_DATE
IN,MICROPHONE,772000MICROPH,8,50.00, $ 400.00 ,20111102
IN,CPCVX GRAPHIC EQUIALIZER,583500GRAPHIC,2,100.00, $ 200.00 ,20111102
IN,CPCVX JBL SPEAKERS,596500SPEAKER,2,200.00, $ 400.00 ,20111102
IN,CPCVX HOLSTER CIVILIAN,846500HOLSTER,7,60.50, $ 423.50 ,20111102
IN,CPCVX HOLSTER SAFARILAND,846500X088152,5,70.18, $ 350.90 ,20111102
IN,"CARRIER,FIGHTING LO",8465014652056,10,38.31, $ 383.10 ,20111102
IN,"DEPLOY,BAG,WHELD,KH",8465015195235,5,119.88, $ 599.40 ,20111102
IN,"PACK,ASSAULT,MOLLE ",8465015157594,10,60.26, $ 602.60 ,20111102
IN,"POUCH,RADIO,MOLLE  ",8465014652057,15,10.20, $ 153.00 ,20111102
IN,MICROPHONE,772000MICROPH,3,50.00, $ 150.00 ,20111102
IN,121 WINTER HAT,8410PHAT121AR,5,5.71, $ 28.55 ,20111102
IN,"CASE,PHOTOGRAPHIC E",6760014912821,1,211.44, $ 211.44 ,20111102
IN,HAT 121 ARW,8410PHATE121S,5,5.30, $ 26.50 ,20111102
IN,KEYBOARD USB,702500X089336,10,20.00, $ 200.00 ,20111102
IN,CPCVX CLOCK DIGITAL LED,664500DIGCLOC,3,395.00," $ 1,185.00 ",20111102
IN,121 WINTER HAT,8410PHAT121AR,10,5.71, $ 57.10 ,20111102
IN,CPCVX BOSE SPEAKERS,596500SPEAKER,2,100.00, $ 200.00 ,20111102
IN,HAT 121 ARW,8410PHATE121S,10,5.30, $ 53.00 ,20111102
IN,SPEAKER MONITER  GALAXY HOT S,772001N763127,4,140.00, $ 560.00 ,20111102
IN,"TRUCK,WRECKER      ",2320010478754,1,125736.00," $ 125,736.00 ",20111103
IN,JOHN DEERE 6 MOWER DECK,383001C070814,1,1170.00," $ 1,170.00 ",20111103
IN,MOWER LAWN RIDING F1145,375001C049667,1,2295.00," $ 2,295.00 ",20111103
IN,"TOOL KIT,PIONEER,EN",5180005961546,1,3539.42," $ 3,539.42 ",20111103
IN,VEHICLE ALL TERRAIN GATOR,234001C002114,1,800.00, $ 800.00 ,20111103
IN,VEHICLE ALL TERRAIN GATOR,234001C002114,1,800.00, $ 800.00 ,20111103
IN,VEHICLE ALL TERRAIN GATOR,234001C002114,1,800.00, $ 800.00 ,20111103
IN,VEHICLE ALL TRERRAIN GATOR,234001C002114,1,800.00, $ 800.00 ,20111103
IN,"JACK,HYDRAULIC,TRIP",1730009123998,2,2130.62," $ 4,261.24 ",20111103
IN,"CLEANER,VACUUM,ELEC",7910002671206,1,1020.80," $ 1,020.80 ",20111103
IN,LOAD-CARRYING EQUIP,8465014916605,2,206.08, $ 412.16 ,20111103
IN,SEGATE EXTERNAL HARD DRIVE,7025DSEXTERNA,16,50.00, $ 800.00 ,20111104
IN,CAT 5 STRGT 10,5810015235547,15,18.89, $ 283.35 ,20111104
IN,CPCVX TRIPOD CAMERA,6760DSTRIPOD0,3,20.00, $ 60.00 ,20111104
IN,SEGATE EXTERNAL HARD DRIVE,7025DSEXTERNA,5,50.00, $ 250.00 ,20111104
IN,COMPUTER DIGITAL,7021015265434,1,423.07, $ 423.07 ,20111104
IN,COMPUTER DIGITAL,7021015265434,1,423.07, $ 423.07 ,20111104
IN,COMPUTER DIGITAL,7021015265434,1,423.07, $ 423.07 ,20111104
IN,COMPUTER DIGITAL,7021015265434,1,423.07, $ 423.07 ,20111104
IN,SONY HDR HC7 CAMCORDER,5836DSVIDEORE,1,400.00, $ 400.00 ,20111104
IN,CANON ZR800 CAMCORDER,5836DSVIDEORE,2,300.00, $ 600.00 ,20111104
IN,COMPUTER  MICRO LAP TOP PORTA,702101C160191,1,500.00, $ 500.00 ,20111105
IN,LENS CAMERA,676000B010001,1,431.95, $ 431.95 ,20111108
IN,LENS CAMERA,676000B010001,1,656.58, $ 656.58 ,20111108
IN,LENS CAMERA,676000B010001,1,628.66, $ 628.66 ,20111108
IN,LENS CAMERA,676000B010001,1,628.66, $ 628.66 ,20111108
IN,CAMERA PHOTO DIGITAL,672000G030010,1,1148.00," $ 1,148.00 ",20111108
IN,CAMERA PHOTO DIGITAL,672000G030010,1,1148.00," $ 1,148.00 ",20111108
IN,"RESPIRATOR,AIR FILT",4240013425239,2,289.46, $ 578.92 ,20111108
IN,"POUCH,M4 THREE MAG ",8465015250598,20,18.51, $ 370.20 ,20111108
IN,"WRENCH,TORQUE      ",5120002423263,1,446.60, $ 446.60 ,20111108
IN,"SEMITRAILER,LOW BED",2330001226779,1,17549.00," $ 17,549.00 ",20111109
IN,PHOTOGRAPHIC LIGHTNING SB800,676000LENS,6,299.95," $ 1,799.70 ",20111109
IN,"FIELD PACK,LARGE,SE",8465015801556,7,264.15," $ 1,849.05 ",20111110
IN,"STRAP,INVOLUNTARY,R",8465015151156,8,98.20, $ 785.60 ,20111110
IN,"STRAP,INVOLUNTARY,R",8465015151156,8,98.20, $ 785.60 ,20111110
IN,"STAND,MICROPHONE   ",5965005884885,3,33.28, $ 99.84 ,20111110
IN,LOCKER,7125DSLOCKER2,2,35.00, $ 70.00 ,20111114
IN,CHAIRS,7110DSCHAIR02,29,100.00," $ 2,900.00 ",20111114
IN,LADDER,5440DSLADDER2,1,500.00, $ 500.00 ,20111114
IN,LOCKER  METAL,7110DSLOCKER2,2,120.00, $ 240.00 ,20111114
IN,PODIUM,7110DSPODIUM0,1,250.00, $ 250.00 ,20111114
IN,WHITE BOARD  SMALL,7195DSBOARD02,1,198.00, $ 198.00 ,20111114
IN,ENTERTAINMENT CENTER,7105DSENTERTA,1,200.00, $ 200.00 ,20111114
IN,PODIUM,7110DSPODIUM0,1,150.00, $ 150.00 ,20111114
IN,TABLE  CONFERENCE,7110DSTABLE02,1,400.00, $ 400.00 ,20111114
IN,TABLE  SMALL,7110DSTABLE02,2,80.00, $ 160.00 ,20111114
IN,"ALIGNMENT TOOL,ELEC",5120000606423,2,36.88, $ 73.76 ,20111114
IN,"DRILL,TWIST        ",5133001899298,2,11.08, $ 22.16 ,20111114
IN,POLARIS 4X4 ATV,2340DSATV4WHE,1,6500.00," $ 6,500.00 ",20111115
IN,VEST AMMUNITION CAR,8415015176322,2,150.00, $ 300.00 ,20111115
IN,"CASE,FIELD FIRST AI",8465009356814,20,3.15, $ 63.00 ,20111116
IN,SYSTEM HYDRATION   ,8465014917450,15,33.05, $ 495.75 ,20111116
IN,"ELBOW PADS,EXTERNAL",8415015150224,5,11.40, $ 57.00 ,20111116
IN,"ELBOW,PAD          ",8415015150222,5,11.40, $ 57.00 ,20111116
IN,"OVERALLS,COLD WEATH",8415014726916,10,43.37, $ 433.70 ,20111116
IN,"OVERALLS,COLD WEATH",8415014726918,10,43.37, $ 433.70 ,20111116
IN,"BOOTS,COLD WEATHER ",8430008237051,2,107.66, $ 215.32 ,20111116
IN,"BOOTS,EXTREME COLD ",8430006555561,1,212.94, $ 212.94 ,20111116
IN,"PARKA,EXTREME COLD ",8415015386289,3,68.84, $ 206.52 ,20111116
IN,PRINTER  CANNON I80,7025DSINKJETP,1,249.98, $ 249.98 ,20111116
IN,ASORTED TOOLS,5120DSHANDTOO,1,450.00, $ 450.00 ,20111116
IN,ASSAULT PACK       ,8465015245250,17,90.28," $ 1,534.76 ",20111116
IN,BATTERY CHARGER,3590DSMISCSVS,1,250.00, $ 250.00 ,20111116
IN,BENCH GRINDER,3415DSGRINDER,1,122.44, $ 122.44 ,20111116
IN,"BLANKET,BED        ",7210002827950,55,32.67," $ 1,796.85 ",20111116
IN,CAMELBACK,846501C012567,20,99.05," $ 1,981.00 ",20111116
IN,CPCVX COMPRESSOR AIR,4310DSCOMPRE1,1,359.00, $ 359.00 ,20111116
IN,CPCVX WELDING MACHINE ARC,3431DSWELDERO,1,6798.00," $ 6,798.00 ",20111116
IN,"CRANE,FLOOR,PORTABL",3950003911717,1,5514.20," $ 5,514.20 ",20111116
IN,DRAIN CLEANER,3590DSMISCSVS,1,487.00, $ 487.00 ,20111116
IN,FLOOR MAINTENANCE EQUIPMENT,7910DSFLRVACU,1,4546.91," $ 4,546.91 ",20111116
IN,FLOOR SCRUBBER,7910DSBUFFER0,1,250.00, $ 250.00 ,20111116
IN,FLOOR SCRUBBER TENNAT,3590DSMISSCSV,2,1000.00," $ 2,000.00 ",20111116
IN,GRINDER,3415DSGRINDER,1,150.00, $ 150.00 ,20111116
IN,"HAND TRUCK,STRAPPIN",3540002738821,1,354.02, $ 354.02 ,20111116
IN,"HOIST,CHAIN        ",3950012872441,1,4366.49," $ 4,366.49 ",20111116
IN,JACK AIR OPERATED 7 TON,3590DSMISCSVS,1,893.00, $ 893.00 ,20111116
IN,"JACK KIT,HYDRAULIC,",5120005958387,1,1360.06," $ 1,360.06 ",20111116
IN,"JACK,DOLLY TYPE,HYD",4910002897233,2,1761.00," $ 3,522.00 ",20111116
IN,MECHANIC STOOLS,7110DSCHAIR02,2,10.00, $ 20.00 ,20111116
IN,MILK DISPENSER,7310011043397,1,2559.96," $ 2,559.96 ",20111116
IN,"POUCH,MAGAZINE     ",8465015157562,75,7.02, $ 526.50 ,20111116
IN,PRESSURE WASHER,3590DSMISCSVS,1,200.00, $ 200.00 ,20111116
IN,"SAW,CHAIN          ",3695006796914,4,494.70," $ 1,978.80 ",20111116
IN,"STRAP,WEBBING      ",8465010758164,79,12.85," $ 1,015.15 ",20111116
IN,"STRAP,WEBBING      ",8465010758164,102,12.85," $ 1,310.70 ",20111116
IN,"STRAP,WEBBING      ",8465010758164,82,12.85," $ 1,053.70 ",20111116
IN,WELDING MACHINE ARC  MIG SMOK,3431DSWELDER0,1,5962.47," $ 5,962.47 ",20111116
IN,HYDRATION SYSTEM   ,8465014917509,8,15.13, $ 121.04 ,20111117
IN,"BOWL,FOOD MIXING   ",7330002418168,1,84.49, $ 84.49 ,20111118
IN,CABINET TOOL MOBILE,514000T187058,2,524.72," $ 1,049.44 ",20111118
IN,CAMERA  VIDEO,672001C009957,1,80.00, $ 80.00 ,20111118
IN,"CHEST,AMMUNITION   ",8140008282938,10,3.88, $ 38.80 ,20111118
IN,"COAT,ALL-WEATHER   ",8410015048628,8,96.05, $ 768.40 ,20111118
IN,CPCVX CABLE  VEHICLE TOW,4910DSTOWCABL,1,500.00, $ 500.00 ,20111118
IN,CPCVX TOOL GRINDER,341900TOOLGRI,1,100.00, $ 100.00 ,20111118
IN,"HOLSTER,PISTOL     ",1095011943343,1,22.89, $ 22.89 ,20111118
IN,"HOLSTER,PISTOL     ",1095009732353,1,18.77, $ 18.77 ,20111118
IN,LAPTOP BAGS,702100LPTBAGS,10,30.00, $ 300.00 ,20111118
IN,LOUDSPEAKER-AMPLIFI,5965014808784,4,1472.68," $ 5,890.72 ",20111118
IN,REFRIGERATOR-FREEZE,4110010629857,1,6052.19," $ 6,052.19 ",20111118
IN,"TRUCK,LIFT,WHEEL   ",4910005545983,1,637.00, $ 637.00 ,20111118
IN,"WIRE ROPE ASSEMBLY,",4010012178421,1,1904.96," $ 1,904.96 ",20111118
IN,FLIGHT SUIT COVERALLS,841500FLYSUIT,5,65.00, $ 325.00 ,20111119
IN,SERVER IP TV 3427 CISCO,7025IPTV3427,2,3500.00," $ 7,000.00 ",20111119
IN,"CLEANING KIT,FIELD",1005015030019,1,675.00, $ 675.00 ,20111119
IN,MULTIMETER,6625012656001,4,261.00," $ 1,044.00 ",20111119
IN,READINESS PACK,651500ZOLLACC,1,300.00, $ 300.00 ,20111119
IN,"SPECTACLE,COMBO PAC",4240015165361,29,41.35," $ 1,199.15 ",20111119
IN,COMPUTER MONITORS,7025PMONITORS,8,50.00, $ 400.00 ,20111119
IN,MEAT SLICING MACHIN,7320011045257,1,4498.57," $ 4,498.57 ",20111119
IN,HYDRATION SYSTEM   ,8465015255531,8,53.52, $ 428.16 ,20111122
IN,"COVERALLS,COMBAT VE",8415010747024,8,181.17," $ 1,449.36 ",20111122
IN,"COVERALLS,COMBAT VE",8415010747022,2,181.17, $ 362.34 ,20111122
IN,"PARKA,EXTREME COLD ",8415003761710,3,102.38, $ 307.14 ,20111122
IN,"SEMITRAILER,STAKE",2330012943367,1,24483.00," $ 24,483.00 ",20111122
IN,HANDHELD IPAQ HX4700 HP1,7021DSHANDHE0,16,600.00," $ 9,600.00 ",20111123
IN,CPCVX BLACK NYLON POUCHRADIO,8465DSPOUCH00,16,15.00, $ 240.00 ,20111123
IN,"WATCH,WRIST        ",6645014412762,12,56.33, $ 675.96 ,20111123
IN,"WATCH,WRIST        ",6645013565944,2,47.77, $ 95.54 ,20111123
IN,"PLIERS,RETAINING RI",5120014288208,1,21.45, $ 21.45 ,20111124
IN,"CLEANER,PRESSURE,SO",4940015140087,1,11022.02," $ 11,022.02 ",20111129
IN,FORKLIFT 4 K DIESEL,393000L009879,1,14664.00," $ 14,664.00 ",20111129
IN,HOIST ENGINE 2 TON,534000HOIST,1,99.80, $ 99.80 ,20111129
IN,RAMP LOADING,399000LOADING,1,7840.00," $ 7,840.00 ",20111129
IN,CPCVX SUIT  DUI DIVE DRY,422000DRYSUIT,1,1100.00," $ 1,100.00 ",20111130
IN,DEFIBRILLATOR  PUBLIC ACCESS,6515L30900001,1,1895.00," $ 1,895.00 ",20111130
IN,CPCVX RESPIRATOR,424000RESPIRA,15,100.00," $ 1,500.00 ",20111130
IN,MUSIC INSTRUMENT CASE,772000INSTRCA,15,100.00," $ 1,500.00 ",20111130
IN,"TRAILER,CARGO      ",2330011024697,1,3894.00," $ 3,894.00 ",20111130
IN,LUBRICATING GUN HAN,4930014360074,2,10.00, $ 20.00 ,20111130
IN,"SCREW,CAP,HEXAGON H",5305011602005,50,1.93, $ 96.50 ,20111130
IN,"FOLDER,FILE        ",7530002910098,10,11.02, $ 110.20 ,20111201
IN,"HOOK KNIFE,RESCUE  ",4240015439618,1,17.57, $ 17.57 ,20111201
IN,KEYBOARD USB,702500X089336,6,20.00, $ 120.00 ,20111201
IN,"SPECTACLE,COMBO PAC",4240015165361,9,41.35, $ 372.15 ,20111201
IN,"BOOTS,HOT WEATHER  ",8430013127818,2,66.63, $ 133.26 ,20111201
IN,"TROUSERS,EXTREME CO",8415015386707,1,132.90, $ 132.90 ,20111201
IN,CPCVX CHARGER ACDC DIGITAL CA,613000TRVLCHA,10,70.00, $ 700.00 ,20111201
IN,HARD DRIVE  144GB HDD DS14,7025DSHARDDR1,12,75.00, $ 900.00 ,20111201
IN,YAMAHA DIGITAL MIXER,772000DIGITAL,1,100.00, $ 100.00 ,20111201
IN,AMPLIFIER,772000AMPLIFI,1,50.00, $ 50.00 ,20111201
IN,AMPLIFIER,772000AMPLIFI,1,50.00, $ 50.00 ,20111201
IN,CPCVX GL4 MIXING CONSOLE,583500MIXCONS,1,50.00, $ 50.00 ,20111201
IN,POWER SUPPLY,772000PWRSUPP,1,50.00, $ 50.00 ,20111201
IN,SOUND CRAFT POWER SUPPLY,772000PWRSUPP,1,50.00, $ 50.00 ,20111201
IN,CPCVX HEADSET  NCKLOOP,596500NECKLOP,2,25.00, $ 50.00 ,20111201
IN,METER BRIDGE DM 1000,772000METERBR,1,50.00, $ 50.00 ,20111201
IN,BAYONET-KNIFE      ,1095015063424,6,40.17, $ 241.02 ,20111201
IN,LIGHT SYSTEM PEAK BEAM,623001C043172,1,1990.00," $ 1,990.00 ",20111202
IN,HARD DRIVE  144GB HDD DS14,7025DSHARDDR1,1,75.00, $ 75.00 ,20111202
IN,HARD DRIVE 144GB,7025DSHARDDR1,1,75.00, $ 75.00 ,20111202
IN,HARTKE BASS AMP,772000HARTKEB,1,50.00, $ 50.00 ,20111202
IN,LESLIE PROLINIC KEYBOARD SPEA,772000SPEAKER,1,250.00, $ 250.00 ,20111202
IN,MEYER SPEAKER SUB,772000SPEAKER,2,50.00, $ 100.00 ,20111202
IN,SONY WIRELESS MICS,772000SOUND,6,50.00, $ 300.00 ,20111202
IN,V DRUMS,771000VDRUMS,1,50.00, $ 50.00 ,20111202
IN,EAW SPEAKER,772000SPEAKER,1,500.00, $ 500.00 ,20111202
IN,HARNESS CLIMBING,841500X066831,3,39.00, $ 117.00 ,20111202
IN,SONY WIRELESS MICS,772000SOUND,5,50.00, $ 250.00 ,20111202
IN,"GRADER,ROAD,MOTORIZ",3805011504795,1,67724.00," $ 67,724.00 ",20111202
IN,"UNDERSHIRT,COLD WEA",8415012279549,11,9.36, $ 102.96 ,20111202
IN,"SNOWPLOW,TRUCK MOUN",3825010617298,1,150941.60," $ 150,941.60 ",20111202
IN,"JACKET,FLYER'S     ",8415003101140,4,255.12," $ 1,020.48 ",20111203
IN,DESK  GRAY,7110DSDESK001,1,300.00, $ 300.00 ,20111205
IN,DESK  WOOD,7110DSDESK001,1,500.00, $ 500.00 ,20111205
IN,FIELD PACK         ,8465012865356,2,171.83, $ 343.66 ,20111205
IN,LAPTOP CARRY BAG,7045800LPTBAG,10,10.00, $ 100.00 ,20111205
IN,"UNDERSHIRT,MAN'S   ",8420015267033,25,3.04, $ 76.00 ,20111205
IN,"TOOL KIT,GENERAL ME",5180015487634,6,1714.00," $ 10,284.00 ",20111205
IN,CPCVX CLIMBING HARNESS,424000CLIMBIN,5,125.00, $ 625.00 ,20111205
IN,MODULAR SLEEP SYSTE,8465014456274,20,263.95," $ 5,279.00 ",20111205
IN,"MONITOR, HEAD MOUNTED",705000HEAD,3,3470.00," $ 10,410.00 ",20111205
IN,"DEFIBRILLATOR,MONIT",6515015161519,1,30738.42," $ 30,738.42 ",20111205
IN,"DEFIBRILLATOR,MONIT",6515015161519,1,30738.42," $ 30,738.42 ",20111205
IN,"DEFIBRILLATOR,MONIT",6515015161519,1,30738.42," $ 30,738.42 ",20111205
IN,DEFIBRILLATOR/MONIT,6515014519872,1,16523.29," $ 16,523.29 ",20111205
IN,"CHARGER,BATTERY 1X1",6515015186016,1,1168.58," $ 1,168.58 ",20111205
IN,MODULAR SLEEP SYSTE,8465013951154,10,141.42," $ 1,414.20 ",20111205
IN,MODULAR SLEEP SYSTE,8465014456274,10,263.95," $ 2,639.50 ",20111205
IN,MODULAR SLEEP SYSTE,8465014456274,10,263.95," $ 2,639.50 ",20111205
IN,"LINER,WET WEATHER P",8405008893683,20,37.19, $ 743.80 ,20111205
IN,ANALOG SNAKE WITH CASE,772000ANALOGS,1,50.00, $ 50.00 ,20111205
IN,SWR TRIAD I BASS CABINET,772000BASSCAB,1,500.00, $ 500.00 ,20111205
IN,WRITE BOARD ELECTRONIC,702501C073998,1,1500.00," $ 1,500.00 ",20111205
IN,BALLISTIC DOG GOGGLES,8465DSINDEQU0,2,20.00, $ 40.00 ,20111206
IN,"SHIRT,COLD WEATHER ",8415015553468,4,35.69, $ 142.76 ,20111206
IN,"SHIRT,COLD WEATHER ",8415015030224,4,67.66, $ 270.64 ,20111206
IN,"AUTOMOBILE,SEDAN   ",2310000676727,1,16400.00," $ 16,400.00 ",20111207
IN,BAG  NF ROLLING THUNDER,846000X063105,2,129.38, $ 258.76 ,20111208
IN,BOSCH CORDLESS DRILL,513001X066270,1,169.00, $ 169.00 ,20111208
IN,"GOGGLES,INDUSTRIAL ",4240015405585,9,63.17, $ 568.53 ,20111208
IN,"MITTEN INSERTS,COLD",8415001600769,5,4.88, $ 24.40 ,20111208
IN,"RACK,STORAGE,SMALL ",1095004070674,2,431.09, $ 862.18 ,20111208
IN,DIVIDERS  INSERT  PELICAN,813500DIVIDER,7,125.00, $ 875.00 ,20111208
IN,CPCVX CASE  WELDED ALUMINUM,8145DSX048341,1,986.00, $ 986.00 ,20111208
IN,CPCVX DIGITAL CLOCK TIME ZONE,6645DSCLOCK00,1,1406.00," $ 1,406.00 ",20111208
IN,"SHIRT,COLD WEATHER ",8415014618337,4,60.45, $ 241.80 ,20111208
IN,CPCVX BREATHING APPARATUS,424001C077629,1,500.00, $ 500.00 ,20111208
IN,ECWS JACKET COLD WEAT,841501F001403,1,576.48, $ 576.48 ,20111208
IN,ECWS JACKET COLD WEATHER,841501F001402,2,576.48," $ 1,152.96 ",20111208
IN,ECWS JACKET CW,841501F001401,2,576.48," $ 1,152.96 ",20111208
IN,FIELD PACK         ,8465012535335,10,40.08, $ 400.80 ,20111208
IN,"OVERALLS,COMBAT VEH",8415011115033,2,196.86, $ 393.72 ,20111208
IN,"PAD,KNEE           ",8415015302350,4,18.81, $ 75.24 ,20111208
IN,CPCVX POLICE EQUIP  ASST,2510DSBAT2510,1,500.00, $ 500.00 ,20111208
IN,"JACKET,EXTREME COLD",8415015428558,3,144.38, $ 433.14 ,20111208
IN,"JACKET,EXTREME COLD",8415015428551,3,144.38, $ 433.14 ,20111208
IN,"T-SHIRT,ATHLETE'S  ",8415015198785,10,4.49, $ 44.90 ,20111208
IN,"UNDERSHIRT,MAN'S   ",8420015267033,10,3.04, $ 30.40 ,20111208
IN,"SHIRT,COLD WEATHER ",8415014618341,20,60.45," $ 1,209.00 ",20111208
IN,"SHIRT,COLD WEATHER ",8415014618356,10,60.45, $ 604.50 ,20111208
IN,TRUCK TRACTOR,2320014581207,1,70832.00," $ 70,832.00 ",20111208
IN,BELT EQUIP TACTICAL,841501F003933,5,26.00, $ 130.00 ,20111208
IN,GATOR  4X2,2340PG039055,1,4881.00," $ 4,881.00 ",20111208
IN,"SAW,CIRCULAR,TABLE ",3220012465684,1,876.49, $ 876.49 ,20111209
IN,1 2 4X8 SHEETS,551001PLUMBER,72,10.00, $ 720.00 ,20111209
IN,2X4X4 PANELS,551001PLUMBER,2,10.00, $ 20.00 ,20111209
IN,2X4X5 PANELS,551001PLUMBER,2,10.00, $ 20.00 ,20111209
IN,2X4X6 PANELS,551001PLUMBER,1,10.00, $ 10.00 ,20111209
IN,TREATED 1 4 4X8 SHHEETS,551001PLUMBER,37,10.00, $ 370.00 ,20111209
IN,TREATED 2X4X8 STUDS,551001PLUMBER,250,10.00," $ 2,500.00 ",20111209
IN,TREATED2X4X8 PANELS,551001PLUMBER,61,10.00, $ 610.00 ,20111209
IN,CSAV COMBAT SWIMMER ASSAULT V,422000CSAV,26,2000.00," $ 52,000.00 ",20111213
IN,MODIFICATION KIT FL,8475015913023,6,50.00, $ 300.00 ,20111213
IN,COMPRESSOR,359000COMPVAC,1,2000.00," $ 2,000.00 ",20111213
IN,"TRUCK,LIFT,FORK    ",3930011047506,1,14453.00," $ 14,453.00 ",20111213
IN,"BOOTS,SAFETY,MEN'S ",8430011052386,25,55.43," $ 1,385.75 ",20111213
IN,PEDIATRIC OXYGEN SENSORS,6515L0000D20,1,300.11, $ 300.11 ,20111213
IN,"POUCH,AIRWAY MANAGE",6530014823629,15,77.74," $ 1,166.10 ",20111213
IN,"VEST,MICROCLIMATIC ",8415012175634,1,296.48, $ 296.48 ,20111213
IN,"BOOTS,EXTREME COLD ",8430014515987,2,139.36, $ 278.72 ,20111213
IN,NON LATEX BIOGEL SKINSENSE ST,6515L406600,1,126.33, $ 126.33 ,20111213
IN,"RESUSCITATOR,HAND O",6515013903002,3,598.50," $ 1,795.50 ",20111213
IN,RIFLEMAN SET       ,8465015250578,1,337.49, $ 337.49 ,20111213
IN,"WRENCH,IMPACT,PNEUM",5130013995750,1,148.71, $ 148.71 ,20111214
IN,LAPTOP COMPUTER,702100RUGGEDI,2,3139.00," $ 6,278.00 ",20111215
IN,"WRENCH,IMPACT,HYDRA",5130013556271,1,1780.00," $ 1,780.00 ",20111215
IN,"CHEST,AMMUNITION   ",8140009601699,50,11.10, $ 555.00 ,20111215
IN,"CHEST,AMMUNITION   ",8140008282938,50,3.88, $ 194.00 ,20111215
IN,"BOOTS,EXTREME COLD ",8430006555563,8,212.94," $ 1,703.52 ",20111215
IN,"BOOTS,EXTREME COLD ",8430006555537,16,212.94," $ 3,407.04 ",20111215
IN,"BAG,WATERPROOF,CHEM",4240008035839,20,6.67, $ 133.40 ,20111215
IN,"GOGGLES,SUN,WIND AN",8465013288268,15,23.81, $ 357.15 ,20111215
IN,"CONTAINER,PULSE OXI",6515015329096,1,60.44, $ 60.44 ,20111215
IN,STRETCH WRAP SYSTEM SYNERGY 3,813500WRAPPER,1,6000.00," $ 6,000.00 ",20111216
IN,"SHOP SET,CONTACT MA",4940012098825,1,29811.00," $ 29,811.00 ",20111216
IN,VEST GEN 4 MOLLIE  TACT,8465DSINDEQUO,10,119.00," $ 1,190.00 ",20111217
IN,"MACHETE,RIGID HANDL",5110008131286,4,16.93, $ 67.72 ,20111217
IN,"RIFLE,4.5 MILLIMETE",1005013401571,1,99.06, $ 99.06 ,20111217
IN,"RIFLE,4.5 MILLIMETE",1005013401571,1,99.06, $ 99.06 ,20111217
IN,"CAP,KNIT           ",8415014851165,10,11.32, $ 113.20 ,20111217
IN,24 FT EXTENSION LADDER,424000LLADDER,1,100.00, $ 100.00 ,20111218
IN,A FRAME LADDER,424000LLADDER,1,100.00, $ 100.00 ,20111218
IN,BOARD  WHITE,7195DSBOARD2,1,150.00, $ 150.00 ,20111218
IN,CLOTHES WASHER,351000WASHER,1,210.00, $ 210.00 ,20111218
IN,LADDER,424000LLADDER,1,100.00, $ 100.00 ,20111218
IN,WELDER,3431DSWELDER0,1,2400.00," $ 2,400.00 ",20111218
IN,WELDER,3431DSWELDER0,1,2400.00," $ 2,400.00 ",20111218
IN,"TRUCK,DUMP         ",2320010478755,1,82602.00," $ 82,602.00 ",20111219
IN,GATOR  4X2,2340PG039055,1,4881.00," $ 4,881.00 ",20111219
IN,"FACESHIELD,RIOT CON",8415015148856,32,49.30," $ 1,577.60 ",20111220
IN,"UNDERSHIRT,EXTREME ",8415002702014,8,7.66, $ 61.28 ,20111220
IN,"UNDERSHIRT,EXTREME ",8415002702012,10,7.66, $ 76.60 ,20111220
IN,"UNDERSHIRT,EXTREME ",8415002702014,25,7.66, $ 191.50 ,20111220
IN,"BLADE,LARYNGOSCOPE ",6515012297739,11,136.09," $ 1,496.99 ",20111220
IN,"BOOTS,KNEE         ",8430002628256,8,51.77, $ 414.16 ,20111220
IN,"BOOTS,KNEE         ",8430002628257,5,51.77, $ 258.85 ,20111220
IN,"BOOTS,KNEE         ",8430002628257,14,51.77, $ 724.78 ,20111220
IN,"BOOTS,KNEE         ",8430002628258,2,51.77, $ 103.54 ,20111220
IN,YANKAUER SUCTION,6515DSMEDICAL,4,54.21, $ 216.84 ,20111220
IN,NIBP BLOOD PRESSURE CUFF,6515DSMEDICAL,1,221.00, $ 221.00 ,20111220
IN,"TRUCK,VAN          ",2320010911662,1,40691.00," $ 40,691.00 ",20111220
IN,"CUFF,SPHYGMOMANOMET",6515001160533,16,37.88, $ 606.08 ,20111220
IN,"DEFIBRILLATOR,MONIT",6515015161519,5,30738.42," $ 153,692.10 ",20111220
IN,CARPET  WOOL COLOR ELECTRIC B,7220DSCARPET0,2223,8.31," $ 18,473.13 ",20111220
IN,BOARD POLYMIDE FOAM 2TX48WX9,5640DSINSULA0,104,199.28," $ 20,725.12 ",20111220
IN,"LOADER,SCOOP TYPE  ",3805006177091,1,22668.00," $ 22,668.00 ",20111220
IN,"BOOTS,FLYERS'      ",8430015359542,8,127.21," $ 1,017.68 ",20111221
IN,I V CATHATER 22G 1 16IN,651500CATHATE,4,20.00, $ 80.00 ,20111221
IN,IV CATHETER 16G,651500CATHETE,2,20.00, $ 40.00 ,20111221
IN,NEEDLES,651501NEEDLES,1,20.00, $ 20.00 ,20111221
IN,NEEDLES 1 2CC,651500NEEDLES,2,20.00, $ 40.00 ,20111221
IN,NEEDLES 16GX11 2,651501NEEDLES,2,20.00, $ 40.00 ,20111221
IN,NEEDLES 16GX11 4,651501NEEDLES,3,20.00, $ 60.00 ,20111221
